state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
TN,108,510,356-8449,no,yes,34,,,,,,,,,,,,,,,
OK,159,510,333-3460,no,no,0,,,,,,,,,,,,,,,
ND,136,510,375-8596,yes,no,0,,,,,,,,,,,,,,,
MT,116,415,384-5907,no,yes,35,,,,,,,,,,,,,,,
NC,45,408,373-2903,no,yes,38,,,,,,,,,,,,,,,
MN,122,415,361-7702,no,no,0,,,,,,,,,,,,,,,
MN,138,415,388-5850,no,no,0,,,,,,,,,,,,,,,
MA,132,415,405-6298,no,no,0,,,,,,,,,,,,,,,
PA,101,415,368-2074,yes,no,0,,,,,,,,,,,,,,,
GA,58,510,328-5050,no,no,0,,,,,,,,,,,,,,,
NV,81,415,395-5783,no,no,0,,,,,,,,,,,,,,,
TX,87,415,420-7301,no,no,0,,,,,,,,,,,,,,,
ME,116,510,328-2478,no,no,0,,,,,,,,,,,,,,,
RI,85,415,381-2460,yes,no,0,,,,,,,,,,,,,,,
MN,62,510,390-9811,no,yes,33,,,,,,,,,,,,,,,
NH,90,415,373-5670,no,no,0,,,,,,,,,,,,,,,
TN,98,415,351-7016,no,no,0,,,,,,,,,,,,,,,
UT,73,415,394-9934,no,no,0,,,,,,,,,,,,,,,
RI,107,510,422-8268,yes,no,0,,,,,,,,,,,,,,,
NH,55,408,373-7690,no,yes,20,,,,,,,,,,,,,,,
AK,76,415,366-9781,no,yes,22,,,,,,,,,,,,,,,
NC,30,510,404-5427,no,no,0,,,,,,,,,,,,,,,
AZ,157,415,389-9783,no,no,0,,,,,,,,,,,,,,,
MA,40,408,351-7005,no,yes,31,,,,,,,,,,,,,,,
TN,72,408,348-2009,no,no,0,,,,,,,,,,,,,,,
WY,95,415,340-4236,no,yes,39,,,,,,,,,,,,,,,
IA,42,415,348-1528,no,no,0,,,,,,,,,,,,,,,
IN,86,415,365-5039,no,no,0,,,,,,,,,,,,,,,
NJ,131,415,411-1810,no,no,0,,,,,,,,,,,,,,,
FL,55,510,364-7644,no,yes,45,,,,,,,,,,,,,,,
MT,74,415,335-9066,no,no,0,,,,,,,,,,,,,,,
ND,81,408,362-7581,yes,yes,37,,,,,,,,,,,,,,,
MI,81,408,346-1095,no,no,0,,,,,,,,,,,,,,,
MT,28,415,357-9136,no,no,0,,,,,,,,,,,,,,,
AL,111,510,390-7863,no,no,0,,,,,,,,,,,,,,,
NV,3,510,344-2416,no,yes,27,,,,,,,,,,,,,,,
MI,51,415,373-1448,no,no,0,,,,,,,,,,,,,,,
FL,68,415,360-7076,no,yes,24,,,,,,,,,,,,,,,
NY,163,408,413-2241,no,no,0,,,,,,,,,,,,,,,
KS,87,510,343-3961,no,no,0,,,,,,,,,,,,,,,
NC,58,510,375-4107,no,no,0,,,,,,,,,,,,,,,
MN,109,408,414-7410,no,no,0,,,,,,,,,,,,,,,
RI,111,415,351-2535,no,no,0,,,,,,,,,,,,,,,
UT,144,415,416-9615,no,no,0,,,,,,,,,,,,,,,
OR,135,415,377-1293,no,no,0,,,,,,,,,,,,,,,
SC,109,415,388-6479,no,yes,46,,,,,,,,,,,,,,,
IL,107,415,390-2755,no,yes,14,,,,,,,,,,,,,,,
OH,149,408,340-5930,no,no,0,,,,,,,,,,,,,,,
MA,56,510,401-3622,no,no,0,,,,,,,,,,,,,,,
OR,129,408,382-1104,no,no,0,,,,,,,,,,,,,,,
CA,92,408,355-9324,no,no,0,,,,,,,,,,,,,,,
WV,67,415,393-4843,no,yes,30,,,,,,,,,,,,,,,
VT,120,415,401-4052,no,no,0,,,,,,,,,,,,,,,
ID,166,415,385-1830,no,no,0,,,,,,,,,,,,,,,
OR,66,408,348-7409,no,no,0,,,,,,,,,,,,,,,
GA,76,408,361-4910,no,no,0,,,,,,,,,,,,,,,
ME,79,415,415-6578,no,no,0,,,,,,,,,,,,,,,
HI,98,415,395-5015,no,yes,31,,,,,,,,,,,,,,,
AZ,141,510,369-6012,no,yes,22,,,,,,,,,,,,,,,
UT,49,415,394-4520,no,no,0,,,,,,,,,,,,,,,
IA,46,510,380-5873,no,no,0,,,,,,,,,,,,,,,
CT,137,415,372-5384,no,no,0,,,,,,,,,,,,,,,
WA,171,408,419-1863,no,no,0,,,,,,,,,,,,,,,
VA,10,415,352-5697,no,no,0,,,,,,,,,,,,,,,
CO,88,510,373-4274,no,no,0,,,,,,,,,,,,,,,
LA,89,415,382-4024,no,no,0,,,,,,,,,,,,,,,
TX,82,415,395-9215,no,no,0,,,,,,,,,,,,,,,
SD,139,510,331-9149,no,no,0,,,,,,,,,,,,,,,
VA,87,415,347-3958,no,no,0,,,,,,,,,,,,,,,
NY,137,415,389-2540,yes,no,0,,,,,,,,,,,,,,,
WA,45,510,399-3083,no,no,0,,,,,,,,,,,,,,,
WI,90,415,420-8308,no,no,0,,,,,,,,,,,,,,,
TN,103,415,384-7724,no,no,0,,,,,,,,,,,,,,,
CT,100,415,389-2114,no,no,0,,,,,,,,,,,,,,,
WA,110,510,335-4414,no,no,0,,,,,,,,,,,,,,,
NH,124,415,370-5361,no,no,0,,,,,,,,,,,,,,,
MT,10,510,374-5965,no,no,0,,,,,,,,,,,,,,,
NE,89,415,420-6414,no,yes,29,,,,,,,,,,,,,,,
WA,121,408,392-2708,no,no,0,,,,,,,,,,,,,,,
WI,101,415,352-7234,no,no,0,,,,,,,,,,,,,,,
AR,103,415,337-9878,no,yes,31,,,,,,,,,,,,,,,
WI,51,408,350-7288,no,no,0,,,,,,,,,,,,,,,
DE,2,415,415-8448,yes,no,0,,,,,,,,,,,,,,,
NH,111,510,392-6331,no,no,0,,,,,,,,,,,,,,,
VA,118,415,392-3315,no,no,0,,,,,,,,,,,,,,,
TN,17,510,382-5401,no,yes,31,,,,,,,,,,,,,,,
VA,130,408,389-7012,no,no,0,,,,,,,,,,,,,,,
ID,193,415,411-4714,no,no,0,,,,,,,,,,,,,,,
TN,114,510,343-3846,no,no,0,,,,,,,,,,,,,,,
AZ,137,415,370-4395,no,no,0,,,,,,,,,,,,,,,
MT,185,408,422-4394,no,yes,29,,,,,,,,,,,,,,,
OK,101,408,405-1780,no,no,0,,,,,,,,,,,,,,,
ID,95,415,393-2220,no,yes,32,,,,,,,,,,,,,,,
NV,7,408,355-8299,no,yes,30,,,,,,,,,,,,,,,
KS,126,408,379-8681,no,no,0,,,,,,,,,,,,,,,
WY,71,415,409-7034,no,no,0,,,,,,,,,,,,,,,
MS,124,415,358-1922,no,no,0,,,,,,,,,,,,,,,
WY,97,510,346-1629,yes,no,0,,,,,,,,,,,,,,,
TX,28,415,347-1870,no,no,0,,,,,,,,,,,,,,,
WA,90,415,374-9576,yes,no,0,,,,,,,,,,,,,,,
HI,190,408,380-1096,no,no,0,,,,,,,,,,,,,,,
IL,31,415,396-5790,no,yes,28,,,,,,,,,,,,,,,
AK,52,415,356-5244,no,yes,24,,,,,,,,,,,,,,,
MD,73,510,341-1412,no,no,0,,,,,,,,,,,,,,,
MA,111,415,387-7371,no,no,0,,,,,,,,,,,,,,,
SD,98,415,392-2555,no,no,0,,,,,,,,,,,,,,,
PA,106,408,403-9167,yes,no,0,,,,,,,,,,,,,,,
NC,111,408,338-6550,no,no,0,,,,,,,,,,,,,,,
VT,59,408,357-5801,no,no,0,,,,,,,,,,,,,,,
KY,71,510,403-1953,no,yes,22,,,,,,,,,,,,,,,
WA,55,408,357-6039,no,no,0,,,,,,,,,,,,,,,
LA,13,415,388-9653,no,no,0,,,,,,,,,,,,,,,
WA,136,415,359-2915,no,yes,16,,,,,,,,,,,,,,,
ME,123,408,381-4562,no,no,0,,,,,,,,,,,,,,,
WI,105,408,406-2213,no,no,0,,,,,,,,,,,,,,,
TX,50,408,330-6436,no,yes,31,,,,,,,,,,,,,,,
IA,118,415,332-4289,no,no,0,,,,,,,,,,,,,,,
AZ,97,408,386-3596,no,no,0,,,,,,,,,,,,,,,
ND,51,510,337-3740,no,no,0,,,,,,,,,,,,,,,
VT,73,415,414-1496,no,no,0,,,,,,,,,,,,,,,
HI,35,415,349-7291,no,no,0,,,,,,,,,,,,,,,
WY,64,415,385-1985,no,no,0,,,,,,,,,,,,,,,
WV,63,510,329-7102,no,no,0,,,,,,,,,,,,,,,
OK,117,415,394-2553,no,yes,31,,,,,,,,,,,,,,,
CT,115,415,339-1330,no,no,0,,,,,,,,,,,,,,,
UT,162,408,398-1959,no,no,0,,,,,,,,,,,,,,,
NY,89,415,408-7015,no,no,0,,,,,,,,,,,,,,,
VA,94,415,384-9254,yes,no,0,,,,,,,,,,,,,,,
VT,129,408,355-9475,no,no,0,,,,,,,,,,,,,,,
SD,86,415,334-1337,no,no,0,,,,,,,,,,,,,,,
PA,96,510,359-1441,no,no,0,,,,,,,,,,,,,,,
ND,190,415,391-5442,no,no,0,,,,,,,,,,,,,,,
CT,80,408,374-1551,no,no,0,,,,,,,,,,,,,,,
SC,108,415,399-6233,no,no,0,,,,,,,,,,,,,,,
MI,97,408,337-4749,no,yes,32,,,,,,,,,,,,,,,
VT,84,415,403-5552,no,yes,42,,,,,,,,,,,,,,,
OH,65,415,405-3097,no,no,0,,,,,,,,,,,,,,,
VT,131,415,364-9240,no,yes,34,,,,,,,,,,,,,,,
IL,58,415,404-9348,yes,yes,43,,,,,,,,,,,,,,,
MO,36,415,336-1462,no,no,0,,,,,,,,,,,,,,,
WI,54,415,364-8981,no,no,0,,,,,,,,,,,,,,,
NJ,45,510,412-7606,no,no,0,,,,,,,,,,,,,,,
GA,125,415,380-6342,no,yes,39,,,,,,,,,,,,,,,
VT,72,415,418-3017,no,yes,21,,,,,,,,,,,,,,,
CT,141,408,367-3648,no,no,0,,,,,,,,,,,,,,,
AZ,113,510,341-5892,no,no,0,,,,,,,,,,,,,,,
SD,20,415,334-4678,no,yes,35,,,,,,,,,,,,,,,
CT,212,415,366-6751,no,no,0,,,,,,,,,,,,,,,
IN,99,415,397-8512,yes,no,0,,,,,,,,,,,,,,,
OH,94,510,367-9495,no,no,0,,,,,,,,,,,,,,,
NY,40,510,379-2991,no,no,0,,,,,,,,,,,,,,,
NE,86,510,356-4832,no,yes,29,,,,,,,,,,,,,,,
OK,101,415,413-4040,no,no,0,,,,,,,,,,,,,,,
NC,170,415,366-4444,no,no,0,,,,,,,,,,,,,,,
HI,105,510,394-3806,no,no,0,,,,,,,,,,,,,,,
UT,103,415,368-5647,no,no,0,,,,,,,,,,,,,,,
MD,140,415,412-1076,yes,yes,27,,,,,,,,,,,,,,,
VT,101,510,413-7655,no,no,0,,,,,,,,,,,,,,,
TX,98,408,371-2316,no,yes,19,,,,,,,,,,,,,,,
AZ,104,408,420-3346,no,no,0,,,,,,,,,,,,,,,
VA,115,415,367-3971,no,no,0,,,,,,,,,,,,,,,
WI,112,408,417-5813,no,no,0,,,,,,,,,,,,,,,
NE,70,415,421-8535,no,no,0,,,,,,,,,,,,,,,
KY,126,510,375-1721,no,no,0,,,,,,,,,,,,,,,
NV,87,510,331-8484,no,yes,39,,,,,,,,,,,,,,,
MT,125,510,366-5829,no,no,0,,,,,,,,,,,,,,,
MO,86,415,367-7906,no,no,0,,,,,,,,,,,,,,,
MS,73,415,412-2520,no,yes,31,,,,,,,,,,,,,,,
NM,232,408,386-9177,no,no,0,,,,,,,,,,,,,,,
NJ,1,415,420-6780,no,yes,30,,,,,,,,,,,,,,,
NH,133,408,401-1454,no,no,0,,,,,,,,,,,,,,,
NC,103,510,379-2508,no,no,0,,,,,,,,,,,,,,,
MT,131,415,353-3492,no,yes,24,,,,,,,,,,,,,,,
SD,95,408,406-4840,no,yes,20,,,,,,,,,,,,,,,
VA,182,415,391-7982,no,no,0,,,,,,,,,,,,,,,
LA,99,510,379-9821,no,no,0,,,,,,,,,,,,,,,
NV,27,510,398-7414,no,no,0,,,,,,,,,,,,,,,
AK,141,408,338-8566,no,no,0,,,,,,,,,,,,,,,
OH,29,415,397-3058,yes,yes,37,,,,,,,,,,,,,,,
NM,65,415,389-8096,no,no,0,,,,,,,,,,,,,,,
MI,81,415,393-6840,yes,no,0,,,,,,,,,,,,,,,
MN,37,415,360-7404,no,yes,20,,,,,,,,,,,,,,,
WY,107,510,411-5740,no,yes,31,,,,,,,,,,,,,,,
WY,127,415,412-3726,yes,yes,28,,,,,,,,,,,,,,,
WA,78,408,372-7326,no,no,0,,,,,,,,,,,,,,,
NM,55,510,338-9873,no,no,0,,,,,,,,,,,,,,,
VA,86,415,383-4322,no,yes,30,,,,,,,,,,,,,,,
RI,176,415,401-7654,no,no,0,,,,,,,,,,,,,,,
AL,96,415,410-5455,yes,no,0,,,,,,,,,,,,,,,
WV,11,510,419-4310,no,yes,38,,,,,,,,,,,,,,,
WV,48,415,367-2056,no,yes,34,,,,,,,,,,,,,,,
NJ,127,510,363-6695,no,no,0,,,,,,,,,,,,,,,
TN,63,415,374-6217,no,no,0,,,,,,,,,,,,,,,
MI,79,510,337-9569,no,no,0,,,,,,,,,,,,,,,
UT,47,408,350-9720,no,yes,37,,,,,,,,,,,,,,,
IL,89,415,380-4080,yes,yes,19,,,,,,,,,,,,,,,
MI,83,510,333-7460,no,yes,26,,,,,,,,,,,,,,,
WI,126,415,378-3722,yes,yes,34,,,,,,,,,,,,,,,
ND,60,510,353-9339,no,no,0,,,,,,,,,,,,,,,
VT,122,415,386-6535,no,no,0,,,,,,,,,,,,,,,
WA,136,408,403-5575,no,no,0,,,,,,,,,,,,,,,
NC,172,408,331-5962,no,yes,47,,,,,,,,,,,,,,,
ME,102,510,390-9627,no,no,0,,,,,,,,,,,,,,,
SD,113,415,406-4560,yes,no,0,,,,,,,,,,,,,,,
WV,79,415,359-6931,no,no,0,,,,,,,,,,,,,,,
ID,55,510,331-7342,no,yes,8,,,,,,,,,,,,,,,
LA,111,415,367-2227,no,yes,28,,,,,,,,,,,,,,,
GA,160,415,335-8836,no,no,0,,,,,,,,,,,,,,,
FL,110,415,398-6703,no,no,0,,,,,,,,,,,,,,,
CO,192,415,370-8379,no,no,0,,,,,,,,,,,,,,,
NV,93,408,335-3880,no,no,0,,,,,,,,,,,,,,,
IN,101,415,375-8761,no,yes,33,,,,,,,,,,,,,,,
VA,77,510,367-1398,no,no,0,,,,,,,,,,,,,,,
UT,105,415,395-7857,no,yes,40,,,,,,,,,,,,,,,
UT,133,408,398-8745,no,yes,44,,,,,,,,,,,,,,,
MO,131,408,386-3717,no,no,0,,,,,,,,,,,,,,,
CT,106,510,330-1175,no,yes,33,,,,,,,,,,,,,,,
HI,118,415,418-6752,no,no,0,,,,,,,,,,,,,,,
MD,125,408,349-6464,no,no,0,,,,,,,,,,,,,,,
VA,95,415,366-7331,no,no,0,,,,,,,,,,,,,,,
MT,80,415,361-8288,no,no,0,,,,,,,,,,,,,,,
SC,145,408,377-6635,no,no,0,,,,,,,,,,,,,,,
CO,37,408,408-1513,no,no,0,,,,,,,,,,,,,,,
ID,87,415,370-7546,no,no,0,,,,,,,,,,,,,,,
AL,69,415,389-4278,no,no,0,,,,,,,,,,,,,,,
CO,83,510,379-3012,no,no,0,,,,,,,,,,,,,,,
UT,195,415,355-3620,no,no,0,,,,,,,,,,,,,,,
DE,67,415,413-7743,yes,yes,35,,,,,,,,,,,,,,,
OH,75,510,372-2296,no,yes,27,,,,,,,,,,,,,,,
RI,123,415,333-9728,no,yes,27,,,,,,,,,,,,,,,
FL,41,415,415-6110,no,yes,41,,,,,,,,,,,,,,,
OH,75,415,340-9803,no,no,0,,,,,,,,,,,,,,,
MD,76,415,400-7002,yes,no,0,,,,,,,,,,,,,,,
IL,86,415,395-7435,yes,no,0,,,,,,,,,,,,,,,
PA,140,408,336-7143,no,no,0,,,,,,,,,,,,,,,
AZ,70,415,352-2175,no,no,0,,,,,,,,,,,,,,,
NH,121,510,346-6352,no,yes,35,,,,,,,,,,,,,,,
RI,112,415,405-7467,no,no,0,,,,,,,,,,,,,,,
HI,118,415,379-8526,no,no,0,,,,,,,,,,,,,,,
NJ,66,415,410-5713,no,yes,16,,,,,,,,,,,,,,,
WI,78,408,408-5916,no,no,0,,,,,,,,,,,,,,,
MD,129,415,370-5626,no,yes,34,,,,,,,,,,,,,,,
OR,6,408,408-1331,no,no,0,,,,,,,,,,,,,,,
NV,107,510,419-9688,yes,no,0,,,,,,,,,,,,,,,
AR,107,415,343-5219,yes,no,0,,,,,,,,,,,,,,,
MT,138,415,401-5586,no,no,0,,,,,,,,,,,,,,,
CT,103,510,377-9178,no,no,0,,,,,,,,,,,,,,,
UT,116,415,345-5639,no,yes,44,,,,,,,,,,,,,,,
GA,189,408,336-3488,no,no,0,,,,,,,,,,,,,,,
NV,161,415,414-6426,no,no,0,,,,,,,,,,,,,,,
TN,1,415,335-5591,no,no,0,,,,,,,,,,,,,,,
DE,89,408,421-9144,no,no,0,,,,,,,,,,,,,,,
NY,64,408,422-7728,no,no,0,,,,,,,,,,,,,,,
MT,126,415,344-3466,no,yes,30,,,,,,,,,,,,,,,
IA,129,415,398-7978,no,no,0,,,,,,,,,,,,,,,
VT,128,510,346-8368,no,yes,32,,,,,,,,,,,,,,,
LA,81,415,392-2722,no,yes,36,,,,,,,,,,,,,,,
MT,114,510,393-3274,no,no,0,,,,,,,,,,,,,,,
NH,50,408,339-4636,no,no,0,,,,,,,,,,,,,,,
WV,86,415,349-7138,no,no,0,,,,,,,,,,,,,,,
ID,96,408,363-3295,no,no,0,,,,,,,,,,,,,,,
AZ,72,510,407-9830,no,no,0,,,,,,,,,,,,,,,
SC,64,510,333-8822,no,yes,40,,,,,,,,,,,,,,,
WV,57,415,419-6418,yes,yes,17,,,,,,,,,,,,,,,
OH,65,510,351-8955,no,no,0,,,,,,,,,,,,,,,
MD,163,408,338-1840,no,no,0,,,,,,,,,,,,,,,
MD,136,415,336-6997,no,no,0,,,,,,,,,,,,,,,
MN,116,408,408-6266,no,no,0,,,,,,,,,,,,,,,
NE,93,408,332-4291,no,no,0,,,,,,,,,,,,,,,
MN,142,510,355-7895,no,yes,40,,,,,,,,,,,,,,,
NY,92,408,348-2916,no,no,0,,,,,,,,,,,,,,,
HI,70,415,339-8132,no,no,0,,,,,,,,,,,,,,,
MO,22,408,374-1684,no,yes,14,,,,,,,,,,,,,,,
NV,37,415,362-7604,no,no,0,,,,,,,,,,,,,,,
MA,51,415,389-3206,no,no,0,,,,,,,,,,,,,,,
NH,174,408,336-2829,no,no,0,,,,,,,,,,,,,,,
UT,68,415,403-8916,no,no,0,,,,,,,,,,,,,,,
FL,130,415,384-1135,no,no,0,,,,,,,,,,,,,,,
WA,104,415,390-2320,no,no,0,,,,,,,,,,,,,,,
CT,134,408,398-8578,no,no,0,,,,,,,,,,,,,,,
KY,108,415,393-9424,no,yes,35,,,,,,,,,,,,,,,
NM,103,415,417-6330,no,no,0,,,,,,,,,,,,,,,
ND,62,510,340-6339,no,no,0,,,,,,,,,,,,,,,
NV,162,415,380-6571,no,no,0,,,,,,,,,,,,,,,
CA,93,510,368-6488,no,yes,19,,,,,,,,,,,,,,,
ID,42,415,363-2193,no,no,0,,,,,,,,,,,,,,,
OK,155,415,328-1206,no,yes,23,,,,,,,,,,,,,,,
IA,36,510,385-3540,no,no,0,,,,,,,,,,,,,,,
OH,143,415,337-7167,no,no,0,,,,,,,,,,,,,,,
NJ,197,510,372-8405,no,no,0,,,,,,,,,,,,,,,
IA,81,510,377-1273,no,no,0,,,,,,,,,,,,,,,
DE,138,510,380-7816,yes,no,0,,,,,,,,,,,,,,,
CA,103,415,402-6744,no,yes,18,,,,,,,,,,,,,,,
WY,127,510,400-2181,yes,no,0,,,,,,,,,,,,,,,
OR,136,510,366-1613,no,no,0,,,,,,,,,,,,,,,
ME,99,415,347-8205,no,no,0,,,,,,,,,,,,,,,
AR,95,415,328-2982,no,no,0,,,,,,,,,,,,,,,
ME,118,408,384-8723,yes,yes,21,,,,,,,,,,,,,,,
WV,113,415,341-7686,no,no,0,,,,,,,,,,,,,,,
PA,128,408,353-6038,yes,no,0,,,,,,,,,,,,,,,
HI,117,408,416-8827,no,no,0,,,,,,,,,,,,,,,
MT,48,415,418-8450,no,yes,36,,,,,,,,,,,,,,,
DC,81,510,385-7861,yes,no,0,,,,,,,,,,,,,,,
AR,57,510,393-3507,no,no,0,,,,,,,,,,,,,,,
MS,140,408,372-5262,no,no,0,,,,,,,,,,,,,,,
OH,107,510,411-3095,no,yes,38,,,,,,,,,,,,,,,
MO,56,415,331-5919,no,no,0,,,,,,,,,,,,,,,
TX,159,415,402-1556,no,no,0,,,,,,,,,,,,,,,
MD,102,415,349-7362,no,no,0,,,,,,,,,,,,,,,
CT,107,408,339-2734,no,no,0,,,,,,,,,,,,,,,
SC,106,408,330-4914,no,no,0,,,,,,,,,,,,,,,
MI,225,415,371-2500,no,no,0,,,,,,,,,,,,,,,
SD,75,408,335-3681,no,no,0,,,,,,,,,,,,,,,
CO,86,415,405-1132,no,no,0,,,,,,,,,,,,,,,
ID,169,415,399-9239,no,no,0,,,,,,,,,,,,,,,
AZ,122,510,350-7227,no,yes,22,,,,,,,,,,,,,,,
FL,106,408,384-6654,no,no,0,,,,,,,,,,,,,,,
MN,52,415,376-4271,no,yes,32,,,,,,,,,,,,,,,
DE,79,415,391-8124,no,yes,34,,,,,,,,,,,,,,,
MI,135,415,393-2524,no,no,0,,,,,,,,,,,,,,,
MS,70,408,384-4385,no,no,0,,,,,,,,,,,,,,,
MA,80,408,377-8266,no,no,0,,,,,,,,,,,,,,,
CA,37,415,345-1243,no,no,0,,,,,,,,,,,,,,,
MN,161,415,394-8086,no,yes,39,,,,,,,,,,,,,,,
VT,137,510,348-9145,no,no,0,,,,,,,,,,,,,,,
CT,123,415,376-5201,no,no,0,,,,,,,,,,,,,,,
WV,80,415,356-2093,no,yes,38,,,,,,,,,,,,,,,
WV,94,415,353-2080,no,no,0,,,,,,,,,,,,,,,
NE,105,415,397-7500,no,yes,27,,,,,,,,,,,,,,,
NC,73,415,414-5786,no,yes,31,,,,,,,,,,,,,,,
NE,112,415,388-4282,no,no,0,,,,,,,,,,,,,,,
IL,179,408,415-5132,no,no,0,,,,,,,,,,,,,,,
MA,57,510,352-4541,no,no,0,,,,,,,,,,,,,,,
AZ,127,415,373-5928,no,yes,14,,,,,,,,,,,,,,,
SD,122,415,406-7737,yes,yes,40,,,,,,,,,,,,,,,
MT,33,510,332-7607,no,yes,35,,,,,,,,,,,,,,,
VT,94,408,359-7788,no,no,0,,,,,,,,,,,,,,,
UT,100,408,384-1549,no,no,0,,,,,,,,,,,,,,,
HI,106,415,352-8508,no,no,0,,,,,,,,,,,,,,,
DC,148,415,404-1002,no,yes,38,,,,,,,,,,,,,,,
WI,120,415,414-2905,no,yes,29,,,,,,,,,,,,,,,
UT,91,415,380-9849,no,yes,34,,,,,,,,,,,,,,,
WA,86,510,387-6498,no,no,0,,,,,,,,,,,,,,,
SD,78,415,360-6024,no,yes,25,,,,,,,,,,,,,,,
MT,94,510,352-5815,no,no,0,,,,,,,,,,,,,,,
NJ,85,415,366-2273,no,no,0,,,,,,,,,,,,,,,
CT,89,415,414-9119,no,no,0,,,,,,,,,,,,,,,
VA,128,415,409-8796,no,no,0,,,,,,,,,,,,,,,
NC,115,415,337-2442,yes,no,0,,,,,,,,,,,,,,,
AK,76,415,404-1931,no,no,0,,,,,,,,,,,,,,,
MD,75,415,367-9765,no,yes,39,,,,,,,,,,,,,,,
IL,90,415,378-7299,no,yes,29,,,,,,,,,,,,,,,
CT,30,408,410-5192,no,no,0,,,,,,,,,,,,,,,
KS,105,415,405-1108,yes,no,0,,,,,,,,,,,,,,,
MA,102,415,392-1734,no,yes,31,,,,,,,,,,,,,,,
NJ,83,415,395-6030,no,no,0,,,,,,,,,,,,,,,
AR,63,510,330-5168,no,yes,49,,,,,,,,,,,,,,,
MS,155,408,334-3142,no,no,0,,,,,,,,,,,,,,,
ND,82,415,362-9983,no,yes,29,,,,,,,,,,,,,,,
IN,87,510,414-2606,no,no,0,,,,,,,,,,,,,,,
MI,115,415,402-4501,no,yes,26,,,,,,,,,,,,,,,
AR,99,510,387-2604,yes,no,0,,,,,,,,,,,,,,,
VT,121,415,400-3343,yes,yes,44,,,,,,,,,,,,,,,
WV,54,510,353-2450,no,yes,33,,,,,,,,,,,,,,,
ME,105,408,406-2032,no,no,0,,,,,,,,,,,,,,,
IA,73,415,409-4462,no,no,0,,,,,,,,,,,,,,,
CT,95,415,392-5941,no,no,0,,,,,,,,,,,,,,,
NM,21,415,334-9182,no,yes,19,,,,,,,,,,,,,,,
OR,163,408,346-3445,no,yes,25,,,,,,,,,,,,,,,
VT,57,415,368-9507,no,no,0,,,,,,,,,,,,,,,
RI,104,408,382-3966,yes,no,0,,,,,,,,,,,,,,,
RI,83,415,334-5844,no,yes,20,,,,,,,,,,,,,,,
NM,141,415,362-9411,no,no,0,,,,,,,,,,,,,,,
AL,95,415,390-3565,no,no,0,,,,,,,,,,,,,,,
MT,184,415,417-4810,no,no,0,,,,,,,,,,,,,,,
CT,74,408,384-3389,no,no,0,,,,,,,,,,,,,,,
TN,67,415,414-9717,no,no,0,,,,,,,,,,,,,,,
ID,104,415,357-1700,yes,no,0,,,,,,,,,,,,,,,
TX,71,415,376-7207,no,yes,39,,,,,,,,,,,,,,,
NH,149,415,368-7706,no,no,0,,,,,,,,,,,,,,,
ND,154,408,346-4216,no,yes,35,,,,,,,,,,,,,,,
SC,138,510,370-9533,no,yes,21,,,,,,,,,,,,,,,
KS,117,415,372-1493,no,no,0,,,,,,,,,,,,,,,
ME,130,408,387-6031,no,no,0,,,,,,,,,,,,,,,
RI,73,415,366-6248,no,no,0,,,,,,,,,,,,,,,
WI,100,510,369-3756,no,yes,38,,,,,,,,,,,,,,,
NC,149,510,363-1719,no,no,0,,,,,,,,,,,,,,,
OH,29,408,402-6666,no,no,0,,,,,,,,,,,,,,,
WY,131,510,408-9779,no,no,0,,,,,,,,,,,,,,,
NJ,153,510,407-2441,no,no,0,,,,,,,,,,,,,,,
ND,84,510,384-5027,no,no,0,,,,,,,,,,,,,,,
WI,133,510,380-3161,no,no,0,,,,,,,,,,,,,,,
KY,112,415,360-8135,no,no,0,,,,,,,,,,,,,,,
NY,87,415,399-5426,no,no,0,,,,,,,,,,,,,,,
MO,72,415,385-2564,no,no,0,,,,,,,,,,,,,,,
AZ,66,510,337-8618,no,no,0,,,,,,,,,,,,,,,
MN,65,510,354-8491,no,yes,29,,,,,,,,,,,,,,,
CO,74,415,394-6278,no,no,0,,,,,,,,,,,,,,,
MD,116,408,405-2276,no,no,0,,,,,,,,,,,,,,,
AR,68,510,376-1000,no,no,0,,,,,,,,,,,,,,,
TN,68,415,397-1659,no,no,0,,,,,,,,,,,,,,,
DE,54,415,379-3953,yes,no,0,,,,,,,,,,,,,,,
TN,99,408,418-6512,no,no,0,,,,,,,,,,,,,,,
WI,107,408,392-5296,no,no,0,,,,,,,,,,,,,,,
WV,124,510,355-3814,no,no,0,,,,,,,,,,,,,,,
CT,95,415,375-2098,no,yes,36,,,,,,,,,,,,,,,
MN,173,510,372-7990,no,no,0,,,,,,,,,,,,,,,
MO,110,408,356-4558,no,no,0,,,,,,,,,,,,,,,
VA,102,510,398-5788,no,no,0,,,,,,,,,,,,,,,
NH,130,408,390-4003,no,no,0,,,,,,,,,,,,,,,
OK,91,408,332-8103,no,yes,31,,,,,,,,,,,,,,,
CT,64,415,406-9926,yes,no,0,,,,,,,,,,,,,,,
TN,176,415,418-2402,no,yes,23,,,,,,,,,,,,,,,
MD,93,510,384-3299,yes,no,0,,,,,,,,,,,,,,,
WI,84,510,378-9090,no,yes,12,,,,,,,,,,,,,,,
